Season,Week,Official Borda,Borda-Top1,Borda-Top3,Borda-Top5,Borda-Top10,Dowdall
2021,16,"georgia-bulldogs, alabama-crimson-tide, michigan-wolverines, cincinnati-bearcats, baylor-bears","georgia-bulldogs, alabama-crimson-tide, michigan-wolverines, cincinnati-bearcats, baylor-bears","georgia-bulldogs, alabama-crimson-tide, michigan-wolverines, cincinnati-bearcats, baylor-bears","georgia-bulldogs, alabama-crimson-tide, michigan-wolverines, cincinnati-bearcats, baylor-bears","georgia-bulldogs, alabama-crimson-tide, michigan-wolverines, cincinnati-bearcats, baylor-bears","georgia-bulldogs, alabama-crimson-tide, michigan-wolverines, cincinnati-bearcats, baylor-bears"
2022,1,"alabama-crimson-tide, ohio-state-buckeyes, georgia-bulldogs, clemson-tigers, notre-dame-fighting-irish","alabama-crimson-tide, ohio-state-buckeyes, georgia-bulldogs, clemson-tigers, notre-dame-fighting-irish","alabama-crimson-tide, ohio-state-buckeyes, georgia-bulldogs, clemson-tigers, notre-dame-fighting-irish","alabama-crimson-tide, ohio-state-buckeyes, georgia-bulldogs, clemson-tigers, notre-dame-fighting-irish","alabama-crimson-tide, ohio-state-buckeyes, georgia-bulldogs, clemson-tigers, notre-dame-fighting-irish","alabama-crimson-tide, ohio-state-buckeyes, georgia-bulldogs, clemson-tigers, notre-dame-fighting-irish"
2022,2,"alabama-crimson-tide, georgia-bulldogs, ohio-state-buckeyes, michigan-wolverines, clemson-tigers","alabama-crimson-tide, georgia-bulldogs, ohio-state-buckeyes, michigan-wolverines, clemson-tigers","alabama-crimson-tide, georgia-bulldogs, ohio-state-buckeyes, michigan-wolverines, clemson-tigers","alabama-crimson-tide, georgia-bulldogs, ohio-state-buckeyes, michigan-wolverines, clemson-tigers","alabama-crimson-tide, georgia-bulldogs, ohio-state-buckeyes, michigan-wolverines, clemson-tigers","alabama-crimson-tide, georgia-bulldogs, ohio-state-buckeyes, michigan-wolverines, clemson-tigers"
2022,3,"georgia-bulldogs, alabama-crimson-tide, ohio-state-buckeyes, michigan-wolverines, clemson-tigers","georgia-bulldogs, alabama-crimson-tide, ohio-state-buckeyes, michigan-wolverines, clemson-tigers","georgia-bulldogs, alabama-crimson-tide, ohio-state-buckeyes, michigan-wolverines, clemson-tigers","georgia-bulldogs, alabama-crimson-tide, ohio-state-buckeyes, michigan-wolverines, clemson-tigers","georgia-bulldogs, alabama-crimson-tide, ohio-state-buckeyes, michigan-wolverines, clemson-tigers","georgia-bulldogs, alabama-crimson-tide, ohio-state-buckeyes, michigan-wolverines, clemson-tigers"
2022,4,"georgia-bulldogs, alabama-crimson-tide, ohio-state-buckeyes, michigan-wolverines, clemson-tigers","georgia-bulldogs, alabama-crimson-tide, ohio-state-buckeyes, michigan-wolverines, clemson-tigers","georgia-bulldogs, alabama-crimson-tide, ohio-state-buckeyes, michigan-wolverines, clemson-tigers","georgia-bulldogs, alabama-crimson-tide, ohio-state-buckeyes, michigan-wolverines, clemson-tigers","georgia-bulldogs, alabama-crimson-tide, ohio-state-buckeyes, michigan-wolverines, clemson-tigers","georgia-bulldogs, alabama-crimson-tide, ohio-state-buckeyes, michigan-wolverines, clemson-tigers"
2022,5,"georgia-bulldogs, alabama-crimson-tide, ohio-state-buckeyes, michigan-wolverines, clemson-tigers","georgia-bulldogs, ohio-state-buckeyes, alabama-crimson-tide, clemson-tigers, michigan-wolverines","georgia-bulldogs, alabama-crimson-tide, ohio-state-buckeyes, clemson-tigers, michigan-wolverines","georgia-bulldogs, alabama-crimson-tide, ohio-state-buckeyes, michigan-wolverines, clemson-tigers","georgia-bulldogs, alabama-crimson-tide, ohio-state-buckeyes, michigan-wolverines, clemson-tigers","georgia-bulldogs, alabama-crimson-tide, ohio-state-buckeyes, michigan-wolverines, clemson-tigers"
2022,6,"alabama-crimson-tide, georgia-bulldogs, ohio-state-buckeyes, michigan-wolverines, clemson-tigers","georgia-bulldogs, alabama-crimson-tide, ohio-state-buckeyes, clemson-tigers, michigan-wolverines","alabama-crimson-tide, georgia-bulldogs, ohio-state-buckeyes, clemson-tigers, michigan-wolverines","alabama-crimson-tide, georgia-bulldogs, ohio-state-buckeyes, michigan-wolverines, clemson-tigers","alabama-crimson-tide, georgia-bulldogs, ohio-state-buckeyes, michigan-wolverines, clemson-tigers","georgia-bulldogs, alabama-crimson-tide, ohio-state-buckeyes, clemson-tigers, michigan-wolverines"
2022,7,"georgia-bulldogs, ohio-state-buckeyes, alabama-crimson-tide, clemson-tigers, michigan-wolverines","georgia-bulldogs, ohio-state-buckeyes, alabama-crimson-tide, clemson-tigers, tennessee-volunteers","georgia-bulldogs, ohio-state-buckeyes, alabama-crimson-tide, clemson-tigers, tennessee-volunteers","georgia-bulldogs, ohio-state-buckeyes, alabama-crimson-tide, clemson-tigers, michigan-wolverines","georgia-bulldogs, ohio-state-buckeyes, alabama-crimson-tide, clemson-tigers, michigan-wolverines","georgia-bulldogs, ohio-state-buckeyes, alabama-crimson-tide, clemson-tigers, michigan-wolverines"
2022,8,"georgia-bulldogs, ohio-state-buckeyes, tennessee-volunteers, michigan-wolverines, clemson-tigers","georgia-bulldogs, ohio-state-buckeyes, tennessee-volunteers, clemson-tigers, michigan-wolverines","georgia-bulldogs, ohio-state-buckeyes, tennessee-volunteers, michigan-wolverines, clemson-tigers","georgia-bulldogs, ohio-state-buckeyes, tennessee-volunteers, michigan-wolverines, clemson-tigers","georgia-bulldogs, ohio-state-buckeyes, tennessee-volunteers, michigan-wolverines, clemson-tigers","georgia-bulldogs, ohio-state-buckeyes, tennessee-volunteers, michigan-wolverines, clemson-tigers"
2022,9,"georgia-bulldogs, ohio-state-buckeyes, tennessee-volunteers, michigan-wolverines, clemson-tigers","georgia-bulldogs, ohio-state-buckeyes, tennessee-volunteers, clemson-tigers, michigan-wolverines","georgia-bulldogs, ohio-state-buckeyes, tennessee-volunteers, michigan-wolverines, clemson-tigers","georgia-bulldogs, ohio-state-buckeyes, tennessee-volunteers, michigan-wolverines, clemson-tigers","georgia-bulldogs, ohio-state-buckeyes, tennessee-volunteers, michigan-wolverines, clemson-tigers","georgia-bulldogs, ohio-state-buckeyes, tennessee-volunteers, michigan-wolverines, clemson-tigers"
2022,10,"georgia-bulldogs, ohio-state-buckeyes, tennessee-volunteers, michigan-wolverines, clemson-tigers","georgia-bulldogs, tennessee-volunteers, ohio-state-buckeyes, michigan-wolverines, clemson-tigers","georgia-bulldogs, ohio-state-buckeyes, tennessee-volunteers, michigan-wolverines, clemson-tigers","georgia-bulldogs, ohio-state-buckeyes, tennessee-volunteers, michigan-wolverines, clemson-tigers","georgia-bulldogs, ohio-state-buckeyes, tennessee-volunteers, michigan-wolverines, clemson-tigers","georgia-bulldogs, tennessee-volunteers, ohio-state-buckeyes, michigan-wolverines, clemson-tigers"
2022,11,"georgia-bulldogs, ohio-state-buckeyes, michigan-wolverines, tcu-horned-frogs, tennessee-volunteers","georgia-bulldogs, ohio-state-buckeyes, michigan-wolverines, tennessee-volunteers, tcu-horned-frogs","georgia-bulldogs, ohio-state-buckeyes, michigan-wolverines, tennessee-volunteers, tcu-horned-frogs","georgia-bulldogs, ohio-state-buckeyes, michigan-wolverines, tcu-horned-frogs, tennessee-volunteers","georgia-bulldogs, ohio-state-buckeyes, michigan-wolverines, tcu-horned-frogs, tennessee-volunteers","georgia-bulldogs, ohio-state-buckeyes, michigan-wolverines, tcu-horned-frogs, tennessee-volunteers"
2022,12,"georgia-bulldogs, ohio-state-buckeyes, michigan-wolverines, tcu-horned-frogs, tennessee-volunteers","georgia-bulldogs, ohio-state-buckeyes, michigan-wolverines, tennessee-volunteers, tcu-horned-frogs","georgia-bulldogs, ohio-state-buckeyes, michigan-wolverines, tennessee-volunteers, tcu-horned-frogs","georgia-bulldogs, ohio-state-buckeyes, michigan-wolverines, tcu-horned-frogs, tennessee-volunteers","georgia-bulldogs, ohio-state-buckeyes, michigan-wolverines, tcu-horned-frogs, tennessee-volunteers","georgia-bulldogs, ohio-state-buckeyes, michigan-wolverines, tcu-horned-frogs, tennessee-volunteers"
2022,13,"georgia-bulldogs, ohio-state-buckeyes, michigan-wolverines, tcu-horned-frogs, usc-trojans","georgia-bulldogs, ohio-state-buckeyes, michigan-wolverines, tcu-horned-frogs, usc-trojans","georgia-bulldogs, ohio-state-buckeyes, michigan-wolverines, tcu-horned-frogs, usc-trojans","georgia-bulldogs, ohio-state-buckeyes, michigan-wolverines, tcu-horned-frogs, usc-trojans","georgia-bulldogs, ohio-state-buckeyes, michigan-wolverines, tcu-horned-frogs, usc-trojans","georgia-bulldogs, ohio-state-buckeyes, michigan-wolverines, tcu-horned-frogs, usc-trojans"
2022,14,"georgia-bulldogs, michigan-wolverines, tcu-horned-frogs, usc-trojans, ohio-state-buckeyes","georgia-bulldogs, michigan-wolverines, tcu-horned-frogs, ohio-state-buckeyes, usc-trojans","georgia-bulldogs, michigan-wolverines, tcu-horned-frogs, ohio-state-buckeyes, usc-trojans","georgia-bulldogs, michigan-wolverines, tcu-horned-frogs, usc-trojans, ohio-state-buckeyes","georgia-bulldogs, michigan-wolverines, tcu-horned-frogs, usc-trojans, ohio-state-buckeyes","georgia-bulldogs, michigan-wolverines, tcu-horned-frogs, usc-trojans, ohio-state-buckeyes"
2022,15,"georgia-bulldogs, michigan-wolverines, tcu-horned-frogs, ohio-state-buckeyes, alabama-crimson-tide","georgia-bulldogs, michigan-wolverines, tcu-horned-frogs, ohio-state-buckeyes, alabama-crimson-tide","georgia-bulldogs, michigan-wolverines, tcu-horned-frogs, ohio-state-buckeyes, alabama-crimson-tide","georgia-bulldogs, michigan-wolverines, tcu-horned-frogs, ohio-state-buckeyes, alabama-crimson-tide","georgia-bulldogs, michigan-wolverines, tcu-horned-frogs, ohio-state-buckeyes, alabama-crimson-tide","georgia-bulldogs, michigan-wolverines, tcu-horned-frogs, ohio-state-buckeyes, alabama-crimson-tide"
2022,16,"georgia-bulldogs, tcu-horned-frogs, michigan-wolverines, ohio-state-buckeyes, alabama-crimson-tide","georgia-bulldogs, tcu-horned-frogs, ohio-state-buckeyes, alabama-crimson-tide, michigan-wolverines","georgia-bulldogs, tcu-horned-frogs, michigan-wolverines, ohio-state-buckeyes, alabama-crimson-tide","georgia-bulldogs, tcu-horned-frogs, michigan-wolverines, ohio-state-buckeyes, alabama-crimson-tide","georgia-bulldogs, tcu-horned-frogs, michigan-wolverines, ohio-state-buckeyes, alabama-crimson-tide","georgia-bulldogs, tcu-horned-frogs, michigan-wolverines, ohio-state-buckeyes, alabama-crimson-tide"
2023,1,"georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes, alabama-crimson-tide, lsu-tigers","georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes, lsu-tigers, alabama-crimson-tide","georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes, alabama-crimson-tide, lsu-tigers","georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes, alabama-crimson-tide, lsu-tigers","georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes, alabama-crimson-tide, lsu-tigers","georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes, alabama-crimson-tide, lsu-tigers"
2023,2,"georgia-bulldogs, michigan-wolverines, alabama-crimson-tide, florida-state-seminoles, ohio-state-buckeyes","georgia-bulldogs, florida-state-seminoles, michigan-wolverines, alabama-crimson-tide, ohio-state-buckeyes","georgia-bulldogs, michigan-wolverines, alabama-crimson-tide, florida-state-seminoles, ohio-state-buckeyes","georgia-bulldogs, michigan-wolverines, alabama-crimson-tide, florida-state-seminoles, ohio-state-buckeyes","georgia-bulldogs, michigan-wolverines, alabama-crimson-tide, florida-state-seminoles, ohio-state-buckeyes","georgia-bulldogs, michigan-wolverines, alabama-crimson-tide, florida-state-seminoles, ohio-state-buckeyes"
2023,3,"georgia-bulldogs, michigan-wolverines, florida-state-seminoles, texas-longhorns, usc-trojans","georgia-bulldogs, florida-state-seminoles, texas-longhorns, michigan-wolverines, ohio-state-buckeyes","georgia-bulldogs, michigan-wolverines, florida-state-seminoles, texas-longhorns, ohio-state-buckeyes","georgia-bulldogs, michigan-wolverines, florida-state-seminoles, texas-longhorns, ohio-state-buckeyes","georgia-bulldogs, michigan-wolverines, florida-state-seminoles, texas-longhorns, usc-trojans","georgia-bulldogs, michigan-wolverines, florida-state-seminoles, texas-longhorns, ohio-state-buckeyes"
2023,4,"georgia-bulldogs, michigan-wolverines, texas-longhorns, florida-state-seminoles, usc-trojans","georgia-bulldogs, texas-longhorns, michigan-wolverines, florida-state-seminoles, washington-huskies","georgia-bulldogs, michigan-wolverines, florida-state-seminoles, texas-longhorns, ohio-state-buckeyes","georgia-bulldogs, michigan-wolverines, florida-state-seminoles, texas-longhorns, ohio-state-buckeyes","georgia-bulldogs, michigan-wolverines, texas-longhorns, florida-state-seminoles, usc-trojans","georgia-bulldogs, michigan-wolverines, texas-longhorns, florida-state-seminoles, ohio-state-buckeyes"
2023,5,"georgia-bulldogs, michigan-wolverines, texas-longhorns, ohio-state-buckeyes, florida-state-seminoles","georgia-bulldogs, florida-state-seminoles, texas-longhorns, washington-huskies, ohio-state-buckeyes","georgia-bulldogs, michigan-wolverines, texas-longhorns, florida-state-seminoles, ohio-state-buckeyes","georgia-bulldogs, michigan-wolverines, texas-longhorns, florida-state-seminoles, ohio-state-buckeyes","georgia-bulldogs, michigan-wolverines, texas-longhorns, ohio-state-buckeyes, florida-state-seminoles","georgia-bulldogs, michigan-wolverines, texas-longhorns, florida-state-seminoles, ohio-state-buckeyes"
2023,6,"georgia-bulldogs, michigan-wolverines, texas-longhorns, ohio-state-buckeyes, florida-state-seminoles","georgia-bulldogs, michigan-wolverines, texas-longhorns, florida-state-seminoles, ohio-state-buckeyes","georgia-bulldogs, michigan-wolverines, texas-longhorns, florida-state-seminoles, ohio-state-buckeyes","georgia-bulldogs, michigan-wolverines, texas-longhorns, ohio-state-buckeyes, florida-state-seminoles","georgia-bulldogs, michigan-wolverines, texas-longhorns, ohio-state-buckeyes, florida-state-seminoles","georgia-bulldogs, michigan-wolverines, texas-longhorns, florida-state-seminoles, ohio-state-buckeyes"
2023,7,"georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes, florida-state-seminoles, oklahoma-sooners","georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes, florida-state-seminoles, oklahoma-sooners","georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes, florida-state-seminoles, oklahoma-sooners","georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes, florida-state-seminoles, oklahoma-sooners","georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes, florida-state-seminoles, oklahoma-sooners","georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes, florida-state-seminoles, oklahoma-sooners"
2023,8,"georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes, florida-state-seminoles, washington-huskies","georgia-bulldogs, michigan-wolverines, washington-huskies, ohio-state-buckeyes, florida-state-seminoles","georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes, florida-state-seminoles, washington-huskies","georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes, florida-state-seminoles, washington-huskies","georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes, florida-state-seminoles, washington-huskies","georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes, florida-state-seminoles, washington-huskies"
2023,9,"georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes, florida-state-seminoles, washington-huskies","georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes, florida-state-seminoles, washington-huskies","georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes, florida-state-seminoles, washington-huskies","georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes, florida-state-seminoles, washington-huskies","georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes, florida-state-seminoles, washington-huskies","georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes, florida-state-seminoles, washington-huskies"
2023,10,"georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes, florida-state-seminoles, washington-huskies","georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes, florida-state-seminoles, washington-huskies","georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes, florida-state-seminoles, washington-huskies","georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes, florida-state-seminoles, washington-huskies","georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes, florida-state-seminoles, washington-huskies","georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes, florida-state-seminoles, washington-huskies"
2023,11,"georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes, florida-state-seminoles, washington-huskies","georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes, florida-state-seminoles, washington-huskies","georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes, florida-state-seminoles, washington-huskies","georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes, florida-state-seminoles, washington-huskies","georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes, florida-state-seminoles, washington-huskies","georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes, florida-state-seminoles, washington-huskies"
2023,12,"georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes, florida-state-seminoles, washington-huskies","georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes, washington-huskies, florida-state-seminoles","georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes, florida-state-seminoles, washington-huskies","georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes, florida-state-seminoles, washington-huskies","georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes, florida-state-seminoles, washington-huskies","georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes, florida-state-seminoles, washington-huskies"
2023,13,"georgia-bulldogs, ohio-state-buckeyes, michigan-wolverines, washington-huskies, florida-state-seminoles","georgia-bulldogs, ohio-state-buckeyes, washington-huskies, michigan-wolverines, florida-state-seminoles","georgia-bulldogs, ohio-state-buckeyes, michigan-wolverines, washington-huskies, florida-state-seminoles","georgia-bulldogs, ohio-state-buckeyes, michigan-wolverines, washington-huskies, florida-state-seminoles","georgia-bulldogs, ohio-state-buckeyes, michigan-wolverines, washington-huskies, florida-state-seminoles","georgia-bulldogs, ohio-state-buckeyes, michigan-wolverines, washington-huskies, florida-state-seminoles"
2023,14,"georgia-bulldogs, michigan-wolverines, washington-huskies, florida-state-seminoles, oregon-ducks","georgia-bulldogs, michigan-wolverines, washington-huskies, florida-state-seminoles, ohio-state-buckeyes","georgia-bulldogs, michigan-wolverines, washington-huskies, florida-state-seminoles, ohio-state-buckeyes","georgia-bulldogs, michigan-wolverines, washington-huskies, florida-state-seminoles, oregon-ducks","georgia-bulldogs, michigan-wolverines, washington-huskies, florida-state-seminoles, oregon-ducks","georgia-bulldogs, michigan-wolverines, washington-huskies, florida-state-seminoles, oregon-ducks"
2023,15,"michigan-wolverines, washington-huskies, texas-longhorns, florida-state-seminoles, alabama-crimson-tide","michigan-wolverines, washington-huskies, florida-state-seminoles, texas-longhorns, alabama-crimson-tide","michigan-wolverines, washington-huskies, florida-state-seminoles, texas-longhorns, alabama-crimson-tide","michigan-wolverines, washington-huskies, texas-longhorns, florida-state-seminoles, alabama-crimson-tide","michigan-wolverines, washington-huskies, texas-longhorns, florida-state-seminoles, alabama-crimson-tide","michigan-wolverines, washington-huskies, texas-longhorns, florida-state-seminoles, alabama-crimson-tide"
2023,16,"michigan-wolverines, washington-huskies, texas-longhorns, georgia-bulldogs, alabama-crimson-tide","michigan-wolverines, washington-huskies, georgia-bulldogs, alabama-crimson-tide, texas-longhorns","michigan-wolverines, washington-huskies, texas-longhorns, georgia-bulldogs, alabama-crimson-tide","michigan-wolverines, washington-huskies, texas-longhorns, georgia-bulldogs, alabama-crimson-tide","michigan-wolverines, washington-huskies, texas-longhorns, georgia-bulldogs, alabama-crimson-tide","michigan-wolverines, washington-huskies, texas-longhorns, georgia-bulldogs, alabama-crimson-tide"
2024,1,"georgia-bulldogs, ohio-state-buckeyes, oregon-ducks, texas-longhorns, alabama-crimson-tide","georgia-bulldogs, ohio-state-buckeyes, oregon-ducks, texas-longhorns, alabama-crimson-tide","georgia-bulldogs, ohio-state-buckeyes, oregon-ducks, texas-longhorns, alabama-crimson-tide","georgia-bulldogs, ohio-state-buckeyes, oregon-ducks, texas-longhorns, alabama-crimson-tide","georgia-bulldogs, ohio-state-buckeyes, oregon-ducks, texas-longhorns, alabama-crimson-tide","georgia-bulldogs, ohio-state-buckeyes, oregon-ducks, texas-longhorns, alabama-crimson-tide"
2024,2,"georgia-bulldogs, ohio-state-buckeyes, texas-longhorns, alabama-crimson-tide, notre-dame-fighting-irish","georgia-bulldogs, ohio-state-buckeyes, alabama-crimson-tide, texas-longhorns, notre-dame-fighting-irish","georgia-bulldogs, ohio-state-buckeyes, texas-longhorns, alabama-crimson-tide, oregon-ducks","georgia-bulldogs, ohio-state-buckeyes, texas-longhorns, alabama-crimson-tide, notre-dame-fighting-irish","georgia-bulldogs, ohio-state-buckeyes, texas-longhorns, alabama-crimson-tide, notre-dame-fighting-irish","georgia-bulldogs, ohio-state-buckeyes, texas-longhorns, alabama-crimson-tide, notre-dame-fighting-irish"
2024,3,"georgia-bulldogs, texas-longhorns, ohio-state-buckeyes, alabama-crimson-tide, ole-miss-rebels","georgia-bulldogs, ohio-state-buckeyes, texas-longhorns, ole-miss-rebels, usc-trojans","georgia-bulldogs, texas-longhorns, ohio-state-buckeyes, ole-miss-rebels, usc-trojans","georgia-bulldogs, texas-longhorns, ohio-state-buckeyes, ole-miss-rebels, alabama-crimson-tide","georgia-bulldogs, texas-longhorns, ohio-state-buckeyes, alabama-crimson-tide, ole-miss-rebels","georgia-bulldogs, texas-longhorns, ohio-state-buckeyes, ole-miss-rebels, alabama-crimson-tide"
2024,4,"texas-longhorns, georgia-bulldogs, ohio-state-buckeyes, alabama-crimson-tide, ole-miss-rebels","texas-longhorns, georgia-bulldogs, ohio-state-buckeyes, alabama-crimson-tide, ole-miss-rebels","texas-longhorns, georgia-bulldogs, ohio-state-buckeyes, alabama-crimson-tide, ole-miss-rebels","texas-longhorns, georgia-bulldogs, ohio-state-buckeyes, alabama-crimson-tide, ole-miss-rebels","texas-longhorns, georgia-bulldogs, ohio-state-buckeyes, alabama-crimson-tide, ole-miss-rebels","texas-longhorns, georgia-bulldogs, ohio-state-buckeyes, alabama-crimson-tide, ole-miss-rebels"
2024,5,"texas-longhorns, georgia-bulldogs, ohio-state-buckeyes, alabama-crimson-tide, tennessee-volunteers","texas-longhorns, georgia-bulldogs, ohio-state-buckeyes, tennessee-volunteers, ole-miss-rebels","texas-longhorns, georgia-bulldogs, ohio-state-buckeyes, tennessee-volunteers, alabama-crimson-tide","texas-longhorns, georgia-bulldogs, ohio-state-buckeyes, alabama-crimson-tide, tennessee-volunteers","texas-longhorns, georgia-bulldogs, ohio-state-buckeyes, alabama-crimson-tide, tennessee-volunteers","texas-longhorns, georgia-bulldogs, ohio-state-buckeyes, alabama-crimson-tide, tennessee-volunteers"
