Season,Week,Official Borda,Borda-Top1,Borda-Top3,Borda-Top5,Borda-Top10,Dowdall
2018,11,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide
2018,12,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide
2018,13,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide
2018,14,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide
2018,15,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide
2018,16,clemson-tigers,clemson-tigers,clemson-tigers,clemson-tigers,clemson-tigers,clemson-tigers
2019,1,clemson-tigers,clemson-tigers,clemson-tigers,clemson-tigers,clemson-tigers,clemson-tigers
2019,2,clemson-tigers,clemson-tigers,clemson-tigers,clemson-tigers,clemson-tigers,clemson-tigers
2019,3,clemson-tigers,clemson-tigers,clemson-tigers,clemson-tigers,clemson-tigers,clemson-tigers
2019,4,clemson-tigers,clemson-tigers,clemson-tigers,clemson-tigers,clemson-tigers,clemson-tigers
2019,5,clemson-tigers,clemson-tigers,clemson-tigers,clemson-tigers,clemson-tigers,clemson-tigers
2019,6,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide
2019,7,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide
2019,8,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide
2019,9,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide
2019,10,lsu-tigers,alabama-crimson-tide,lsu-tigers,lsu-tigers,lsu-tigers,alabama-crimson-tide
2019,11,lsu-tigers,alabama-crimson-tide,lsu-tigers,lsu-tigers,lsu-tigers,alabama-crimson-tide
